RoleDisplayName,Permission,RoleType
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/standard/read,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationIdentitySynchronization/basic/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationIdentitySynchronization/resetToDefaultSettings,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationIdentitySynchronization/standard/read,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationPartnerConfiguration/basic/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationPartnerConfiguration/resetToDefaultSettings,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationPartnerConfiguration/standard/read,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/standard/read,Built-in
Security Administrator,microsoft.directory/deviceLocalCredentials/standard/read,Built-in
Security Administrator,microsoft.directory/domains/federation/update,Built-in
Security Administrator,microsoft.directory/domains/federationConfiguration/basic/update,Built-in
Security Administrator,microsoft.directory/domains/federationConfiguration/create,Built-in
Security Administrator,microsoft.directory/domains/federationConfiguration/delete,Built-in
Security Administrator,microsoft.directory/domains/federationConfiguration/standard/read,Built-in
Security Administrator,microsoft.directory/entitlementManagement/allProperties/read,Built-in
Security Administrator,microsoft.directory/identityProtection/allProperties/read,Built-in
Security Administrator,microsoft.directory/identityProtection/allProperties/update,Built-in
Security Administrator,microsoft.directory/multiTenantOrganization/basic/update,Built-in
Security Administrator,microsoft.directory/multiTenantOrganization/create,Built-in
Security Administrator,microsoft.directory/multiTenantOrganization/joinRequest/organizationDetails/update,Built-in
Security Administrator,microsoft.directory/multiTenantOrganization/joinRequest/standard/read,Built-in
Security Administrator,microsoft.directory/multiTenantOrganization/standard/read,Built-in
Security Administrator,microsoft.directory/multiTenantOrganization/tenants/create,Built-in
Security Administrator,microsoft.directory/multiTenantOrganization/tenants/delete,Built-in
Security Administrator,microsoft.directory/multiTenantOrganization/tenants/organizationDetails/read,Built-in
Security Administrator,microsoft.directory/multiTenantOrganization/tenants/organizationDetails/update,Built-in
Security Administrator,microsoft.directory/multiTenantOrganization/tenants/standard/read,Built-in
Security Administrator,microsoft.directory/namedLocations/basic/update,Built-in
Security Administrator,microsoft.directory/namedLocations/create,Built-in
Security Administrator,microsoft.directory/namedLocations/delete,Built-in
Security Administrator,microsoft.directory/namedLocations/standard/read,Built-in
Security Administrator,microsoft.directory/policies/basic/update,Built-in
Security Administrator,microsoft.directory/policies/create,Built-in
Security Administrator,microsoft.directory/policies/delete,Built-in
Security Administrator,microsoft.directory/policies/owners/update,Built-in
Security Administrator,microsoft.directory/policies/tenantDefault/update,Built-in
Security Administrator,microsoft.directory/privilegedIdentityManagement/allProperties/read,Built-in
Security Administrator,microsoft.directory/provisioningLogs/allProperties/read,Built-in
Security Administrator,microsoft.directory/resourceNamespaces/resourceActions/authenticationContext/update,Built-in
Security Administrator,microsoft.directory/servicePrincipals/policies/update,Built-in
Security Administrator,microsoft.directory/signInReports/allProperties/read,Built-in
Security Administrator,microsoft.networkAccess/allEntities/allProperties/allTasks,Built-in
Security Administrator,microsoft.office365.protectionCenter/allEntities/basic/update,Built-in
Security Administrator,microsoft.office365.protectionCenter/allEntities/standard/read,Built-in
Security Administrator,microsoft.office365.protectionCenter/attackSimulator/payload/allProperties/allTasks,Built-in
Security Administrator,microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read,Built-in
Security Administrator,microsoft.office365.protectionCenter/attackSimulator/simulation/allProperties/allTasks,Built-in
Security Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Security Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Security Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Security Operator,microsoft.azure.advancedThreatProtection/allEntities/allTasks,Built-in
Security Operator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Security Operator,microsoft.directory/auditLogs/allProperties/read,Built-in
Security Operator,microsoft.directory/authorizationPolicy/standard/read,Built-in
Security Operator,microsoft.directory/bulkJobs/standard/read,Built-in
Security Operator,microsoft.directory/cloudAppSecurity/allProperties/allTasks,Built-in
Security Operator,microsoft.directory/identityProtection/allProperties/allTasks,Built-in
Security Operator,microsoft.directory/privilegedIdentityManagement/allProperties/read,Built-in
Security Operator,microsoft.directory/provisioningLogs/allProperties/read,Built-in
Security Operator,microsoft.directory/signInReports/allProperties/read,Built-in
Security Operator,microsoft.intune/allEntities/read,Built-in
Security Operator,microsoft.office365.securityComplianceCenter/allEntities/allTasks,Built-in
Security Operator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Security Operator,microsoft.windows.defenderAdvancedThreatProtection/allEntities/allTasks,Built-in
Security Reader,microsoft.agentRegistry/allEntities/allProperties/read,Built-in
Security Reader,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Security Reader,microsoft.directory/accessReviews/definitions/allProperties/read,Built-in
Security Reader,microsoft.directory/auditLogs/allProperties/read,Built-in
Security Reader,microsoft.directory/authorizationPolicy/standard/read,Built-in
Security Reader,microsoft.directory/bitlockerKeys/key/read,Built-in
Security Reader,microsoft.directory/bulkJobs/standard/read,Built-in
Security Reader,microsoft.directory/conditionalAccessPolicies/owners/read,Built-in
Security Reader,microsoft.directory/conditionalAccessPolicies/policyAppliedTo/read,Built-in
Security Reader,microsoft.directory/conditionalAccessPolicies/standard/read,Built-in
Security Reader,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationIdentitySynchronization/standard/read,Built-in
Security Reader,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationPartnerConfiguration/standard/read,Built-in
Security Reader,microsoft.directory/deviceLocalCredentials/standard/read,Built-in
Security Reader,microsoft.directory/domains/federationConfiguration/standard/read,Built-in
Security Reader,microsoft.directory/entitlementManagement/allProperties/read,Built-in
Security Reader,microsoft.directory/identityProtection/allProperties/read,Built-in
Security Reader,microsoft.directory/multiTenantOrganization/joinRequest/standard/read,Built-in
Security Reader,microsoft.directory/multiTenantOrganization/standard/read,Built-in
Security Reader,microsoft.directory/multiTenantOrganization/tenants/organizationDetails/read,Built-in
Security Reader,microsoft.directory/multiTenantOrganization/tenants/standard/read,Built-in
Security Reader,microsoft.directory/namedLocations/standard/read,Built-in
Security Reader,microsoft.directory/policies/owners/read,Built-in
Security Reader,microsoft.directory/policies/policyAppliedTo/read,Built-in
Security Reader,microsoft.directory/policies/standard/read,Built-in
Security Reader,microsoft.directory/privilegedIdentityManagement/allProperties/read,Built-in
Security Reader,microsoft.directory/provisioningLogs/allProperties/read,Built-in
Security Reader,microsoft.directory/signInReports/allProperties/read,Built-in
Security Reader,microsoft.networkAccess/allEntities/allProperties/read,Built-in
Security Reader,microsoft.office365.protectionCenter/allEntities/standard/read,Built-in
Security Reader,microsoft.office365.protectionCenter/attackSimulator/payload/allProperties/read,Built-in
Security Reader,microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read,Built-in
Security Reader,microsoft.office365.protectionCenter/attackSimulator/simulation/allProperties/read,Built-in
Security Reader,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Security Reader,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Service Support Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Service Support Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Service Support Administrator,microsoft.office365.network/performance/allProperties/read,Built-in
Service Support Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Service Support Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Service Support Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
SharePoint Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
SharePoint Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
SharePoint Administrator,microsoft.backup/oneDriveForBusinessProtectionPolicies/allProperties/allTasks,Built-in
SharePoint Administrator,microsoft.backup/oneDriveForBusinessRestoreSessions/allProperties/allTasks,Built-in
SharePoint Administrator,microsoft.backup/restorePoints/sites/allProperties/allTasks,Built-in
SharePoint Administrator,microsoft.backup/restorePoints/userDrives/allProperties/allTasks,Built-in
SharePoint Administrator,microsoft.backup/sharePointProtectionPolicies/allProperties/allTasks,Built-in
SharePoint Administrator,microsoft.backup/sharePointRestoreSessions/allProperties/allTasks,Built-in
SharePoint Administrator,microsoft.backup/siteProtectionUnits/allProperties/allTasks,Built-in
SharePoint Administrator,microsoft.backup/siteRestoreArtifacts/allProperties/allTasks,Built-in
SharePoint Administrator,microsoft.backup/userDriveProtectionUnits/allProperties/allTasks,Built-in
SharePoint Administrator,microsoft.backup/userDriveRestoreArtifacts/allProperties/allTasks,Built-in
SharePoint Administrator,microsoft.directory/groups.unified/assignedLabels/update,Built-in
SharePoint Administrator,microsoft.directory/groups.unified/basic/update,Built-in
SharePoint Administrator,microsoft.directory/groups.unified/create,Built-in
SharePoint Administrator,microsoft.directory/groups.unified/delete,Built-in
SharePoint Administrator,microsoft.directory/groups.unified/members/update,Built-in
SharePoint Administrator,microsoft.directory/groups.unified/owners/update,Built-in
SharePoint Administrator,microsoft.directory/groups.unified/restore,Built-in
SharePoint Administrator,microsoft.directory/groups/hiddenMembers/read,Built-in
SharePoint Administrator,microsoft.office365.migrations/allEntities/allProperties/allTasks,Built-in
SharePoint Administrator,microsoft.office365.network/performance/allProperties/read,Built-in
SharePoint Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
SharePoint Administrator,microsoft.office365.sharePoint/allEntities/allTasks,Built-in
SharePoint Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
SharePoint Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
SharePoint Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
SharePoint Advanced Management Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.backup/oneDriveForBusinessProtectionPolicies/allProperties/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.backup/oneDriveForBusinessRestoreSessions/allProperties/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.backup/restorePoints/sites/allProperties/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.backup/restorePoints/userDrives/allProperties/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.backup/sharePointProtectionPolicies/allProperties/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.backup/sharePointRestoreSessions/allProperties/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.backup/siteProtectionUnits/allProperties/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.backup/siteRestoreArtifacts/allProperties/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.backup/userDriveProtectionUnits/allProperties/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.backup/userDriveRestoreArtifacts/allProperties/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.directory/groups.unified/assignedLabels/update,Built-in
SharePoint Advanced Management Administrator,microsoft.directory/groups.unified/basic/update,Built-in
SharePoint Advanced Management Administrator,microsoft.directory/groups.unified/create,Built-in
SharePoint Advanced Management Administrator,microsoft.directory/groups.unified/delete,Built-in
SharePoint Advanced Management Administrator,microsoft.directory/groups.unified/members/update,Built-in
SharePoint Advanced Management Administrator,microsoft.directory/groups.unified/owners/update,Built-in
SharePoint Advanced Management Administrator,microsoft.directory/groups.unified/restore,Built-in
SharePoint Advanced Management Administrator,microsoft.directory/groups/hiddenMembers/read,Built-in
SharePoint Advanced Management Administrator,microsoft.office365.migrations/allEntities/allProperties/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.office365.network/performance/allProperties/read,Built-in
SharePoint Advanced Management Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.office365.sharePoint/allEntities/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.office365.sharePointAdvancedManagement/allEntities/allProperties/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
SharePoint Advanced Management Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
SharePoint Advanced Management Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
SharePoint Backup Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
SharePoint Backup Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
SharePoint Backup Administrator,microsoft.backup/oneDriveForBusinessProtectionPolicies/allProperties/allTasks,Built-in
SharePoint Backup Administrator,microsoft.backup/oneDriveForBusinessRestoreSessions/allProperties/allTasks,Built-in
SharePoint Backup Administrator,microsoft.backup/restorePoints/sites/allProperties/allTasks,Built-in
SharePoint Backup Administrator,microsoft.backup/restorePoints/userDrives/allProperties/allTasks,Built-in
SharePoint Backup Administrator,microsoft.backup/sharePointProtectionPolicies/allProperties/allTasks,Built-in
SharePoint Backup Administrator,microsoft.backup/sharePointRestoreSessions/allProperties/allTasks,Built-in
SharePoint Backup Administrator,microsoft.backup/siteProtectionUnits/allProperties/allTasks,Built-in
SharePoint Backup Administrator,microsoft.backup/siteRestoreArtifacts/allProperties/allTasks,Built-in
SharePoint Backup Administrator,microsoft.backup/userDriveProtectionUnits/allProperties/allTasks,Built-in
SharePoint Backup Administrator,microsoft.backup/userDriveRestoreArtifacts/allProperties/allTasks,Built-in
SharePoint Backup Administrator,microsoft.office365.network/performance/allProperties/read,Built-in
SharePoint Backup Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
SharePoint Backup Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
SharePoint Backup Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
SharePoint Backup Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
SharePoint Embedded Administrator,microsoft.office365.fileStorageContainers/allEntities/allProperties/allTasks,Built-in
SharePoint Embedded Administrator,microsoft.office365.network/performance/allProperties/read,Built-in
SharePoint Embedded Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
SharePoint Embedded Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
SharePoint Embedded Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
SharePoint Embedded Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Skype for Business Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Skype for Business Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Skype for Business Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Skype for Business Administrator,microsoft.office365.skypeForBusiness/allEntities/allTasks,Built-in
Skype for Business Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Skype for Business Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
Skype for Business Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Teams Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Teams Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Teams Administrator,microsoft.directory/authorizationPolicy/standard/read,Built-in
Teams Administrator,microsoft.directory/crossTenantAccessPolicy/allowedCloudEndpoints/update,Built-in
Teams Administrator,microsoft.directory/crossTenantAccessPolicy/default/crossCloudMeetings/update,Built-in
Teams Administrator,microsoft.directory/crossTenantAccessPolicy/default/standard/read,Built-in
Teams Administrator,microsoft.directory/crossTenantAccessPolicy/partners/create,Built-in
Teams Administrator,microsoft.directory/crossTenantAccessPolicy/partners/crossCloudMeetings/update,Built-in
Teams Administrator,microsoft.directory/crossTenantAccessPolicy/partners/standard/read,Built-in
Teams Administrator,microsoft.directory/crossTenantAccessPolicy/standard/read,Built-in
Teams Administrator,microsoft.directory/externalUserProfiles/basic/update,Built-in
Teams Administrator,microsoft.directory/externalUserProfiles/delete,Built-in
Teams Administrator,microsoft.directory/externalUserProfiles/standard/read,Built-in
Teams Administrator,microsoft.directory/groups.unified/assignedLabels/update,Built-in
Teams Administrator,microsoft.directory/groups.unified/basic/update,Built-in
Teams Administrator,microsoft.directory/groups.unified/create,Built-in
Teams Administrator,microsoft.directory/groups.unified/delete,Built-in
Teams Administrator,microsoft.directory/groups.unified/members/update,Built-in
Teams Administrator,microsoft.directory/groups.unified/owners/update,Built-in
Teams Administrator,microsoft.directory/groups.unified/restore,Built-in
Teams Administrator,microsoft.directory/groups/hiddenMembers/read,Built-in
Teams Administrator,microsoft.directory/pendingExternalUserProfiles/basic/update,Built-in
Teams Administrator,microsoft.directory/pendingExternalUserProfiles/create,Built-in
Teams Administrator,microsoft.directory/pendingExternalUserProfiles/delete,Built-in
Teams Administrator,microsoft.directory/pendingExternalUserProfiles/standard/read,Built-in
Teams Administrator,microsoft.directory/permissionGrantPolicies/standard/read,Built-in
Teams Administrator,microsoft.office365.network/performance/allProperties/read,Built-in
Teams Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Teams Administrator,microsoft.office365.skypeForBusiness/allEntities/allTasks,Built-in
Teams Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Teams Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
Teams Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Teams Administrator,microsoft.teams/allEntities/allProperties/allTasks,Built-in
Teams Communications Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Teams Communications Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Teams Communications Administrator,microsoft.directory/authorizationPolicy/standard/read,Built-in
Teams Communications Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Teams Communications Administrator,microsoft.office365.skypeForBusiness/allEntities/allTasks,Built-in
Teams Communications Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Teams Communications Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
Teams Communications Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Teams Communications Administrator,microsoft.teams/callQuality/allProperties/read,Built-in
Teams Communications Administrator,microsoft.teams/meetings/allProperties/allTasks,Built-in
Teams Communications Administrator,microsoft.teams/voice/allProperties/allTasks,Built-in
Teams Communications Support Engineer,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Teams Communications Support Engineer,microsoft.directory/authorizationPolicy/standard/read,Built-in
Teams Communications Support Engineer,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Teams Communications Support Engineer,microsoft.office365.skypeForBusiness/allEntities/allTasks,Built-in
Teams Communications Support Engineer,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Teams Communications Support Engineer,microsoft.teams/callQuality/allProperties/read,Built-in
Teams Communications Support Specialist,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Teams Communications Support Specialist,microsoft.directory/authorizationPolicy/standard/read,Built-in
Teams Communications Support Specialist,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Teams Communications Support Specialist,microsoft.office365.skypeForBusiness/allEntities/allTasks,Built-in
Teams Communications Support Specialist,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Teams Communications Support Specialist,microsoft.teams/callQuality/standard/read,Built-in
Teams Devices Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Teams Devices Administrator,microsoft.teams/devices/standard/read,Built-in
Teams External Collaboration Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Teams External Collaboration Administrator,microsoft.directory/authorizationPolicy/standard/read,Built-in
Teams External Collaboration Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Teams External Collaboration Administrator,microsoft.teams/policies/externalAccessPolicy/allTasks,Built-in
Teams Reader,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Teams Reader,microsoft.teams/allEntities/allProperties/read,Built-in
Teams Telephony Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Teams Telephony Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Teams Telephony Administrator,microsoft.directory/authorizationPolicy/standard/read,Built-in
Teams Telephony Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Teams Telephony Administrator,microsoft.office365.skypeForBusiness/allEntities/allTasks,Built-in
Teams Telephony Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Teams Telephony Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
Teams Telephony Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Teams Telephony Administrator,microsoft.teams/callQuality/allProperties/read,Built-in
Teams Telephony Administrator,microsoft.teams/voice/allProperties/allTasks,Built-in
Tenant Creator,microsoft.directory/tenantManagement/tenants/create,Built-in
Tenant Governance Administrator,microsoft.directory/crossTenantAccessPolicy/basic/update,Built-in
Tenant Governance Administrator,microsoft.directory/crossTenantAccessPolicy/default/standard/read,Built-in
Tenant Governance Administrator,microsoft.directory/crossTenantAccessPolicy/partners/create,Built-in
Tenant Governance Administrator,microsoft.directory/crossTenantAccessPolicy/partners/delete,Built-in
Tenant Governance Administrator,microsoft.directory/crossTenantAccessPolicy/partners/standard/read,Built-in
Tenant Governance Administrator,microsoft.directory/crossTenantAccessPolicy/standard/read,Built-in
Usage Summary Reports Reader,microsoft.office365.network/performance/allProperties/read,Built-in
Usage Summary Reports Reader,microsoft.office365.usageReports/allEntities/standard/read,Built-in
Usage Summary Reports Reader,microsoft.office365.webPortal/allEntities/standard/read,Built-in
User,microsoft.directory/administrativeUnits/members/read,Built-in
User,microsoft.directory/administrativeUnits/standard/read,Built-in
User,microsoft.directory/applicationPolicies/createAsOwner,Built-in
User,microsoft.directory/applicationPolicies/standard/read,Built-in
User,microsoft.directory/applications/appRoles/update,Built-in
User,microsoft.directory/applications/audience/update,Built-in
User,microsoft.directory/applications/authentication/update,Built-in
User,microsoft.directory/applications/basic/update,Built-in
User,microsoft.directory/applications/createAsOwner,Built-in
User,microsoft.directory/applications/credentials/update,Built-in
User,microsoft.directory/applications/delete,Built-in
User,microsoft.directory/applications/disablement/update,Built-in
User,microsoft.directory/applications/extensionProperties/update,Built-in
User,microsoft.directory/applications/notes/update,Built-in
User,microsoft.directory/applications/owners/read,Built-in
User,microsoft.directory/applications/owners/update,Built-in
User,microsoft.directory/applications/permissions/update,Built-in
User,microsoft.directory/applications/policies/read,Built-in
User,microsoft.directory/applications/policies/update,Built-in
User,microsoft.directory/applications/standard/read,Built-in
User,microsoft.directory/applications/tag/update,Built-in
User,microsoft.directory/applications/verification/update,Built-in
User,microsoft.directory/auditLogs/allProperties/read,Built-in
User,microsoft.directory/authorizationPolicy/standard/read,Built-in
User,microsoft.directory/contacts/memberOf/read,Built-in
User,microsoft.directory/contacts/standard/read,Built-in
User,microsoft.directory/contracts/standard/read,Built-in
User,microsoft.directory/deletedItems.applications/delete,Built-in
User,microsoft.directory/deletedItems.applications/restore,Built-in
User,microsoft.directory/deletedItems.groups/restore,Built-in
User,microsoft.directory/devices/disable,Built-in
User,microsoft.directory/devices/memberOf/read,Built-in
User,microsoft.directory/devices/registeredOwners/read,Built-in
User,microsoft.directory/devices/registeredUsers/read,Built-in
User,microsoft.directory/devices/standard/read,Built-in
User,microsoft.directory/directoryRoles/eligibleMembers/read,Built-in
User,microsoft.directory/directoryRoles/members/read,Built-in
User,microsoft.directory/directoryRoles/standard/read,Built-in
User,microsoft.directory/directoryRoleTemplates/allProperties/read,Built-in
User,microsoft.directory/domains/standard/read,Built-in
User,microsoft.directory/groups/appRoleAssignments/read,Built-in
User,microsoft.directory/groups/assignedLabels/update,Built-in
User,microsoft.directory/groups/basic/update,Built-in
User,microsoft.directory/groups/classification/update,Built-in
User,microsoft.directory/groups/createAsOwner,Built-in
User,microsoft.directory/groups/delete,Built-in
User,microsoft.directory/groups/groupType/update,Built-in
User,microsoft.directory/groups/memberOf/read,Built-in
User,microsoft.directory/groups/members/read,Built-in
User,microsoft.directory/groups/members/update,Built-in
User,microsoft.directory/groups/owners/read,Built-in
User,microsoft.directory/groups/owners/update,Built-in
User,microsoft.directory/groups/restore,Built-in
User,microsoft.directory/groups/settings/update,Built-in
User,microsoft.directory/groups/standard/read,Built-in
User,microsoft.directory/groups/visibility/update,Built-in
User,microsoft.directory/groupsAssignableToRoles/allProperties/update,Built-in
User,microsoft.directory/groupsAssignableToRoles/assignLicense,Built-in
User,microsoft.directory/groupsAssignableToRoles/delete,Built-in
User,microsoft.directory/groupsAssignableToRoles/reprocessLicenseAssignment,Built-in
User,microsoft.directory/groupsAssignableToRoles/restore,Built-in
User,microsoft.directory/multiTenantOrganization/standard/read,Built-in
User,microsoft.directory/multiTenantOrganization/tenants/standard/read,Built-in
User,microsoft.directory/oAuth2PermissionGrants/standard/read,Built-in
User,microsoft.directory/organization/standard/read,Built-in
User,microsoft.directory/policies/basic/update,Built-in
User,microsoft.directory/policies/delete,Built-in
User,microsoft.directory/policies/owners/read,Built-in
User,microsoft.directory/policies/owners/update,Built-in
User,microsoft.directory/policies/policyAppliedTo/read,Built-in
User,microsoft.directory/policies/standard/read,Built-in
User,microsoft.directory/provisioningLogs/allProperties/read,Built-in
User,microsoft.directory/roleAssignments/standard/read,Built-in
User,microsoft.directory/roleDefinitions/standard/read,Built-in
User,microsoft.directory/servicePrincipals/appRoleAssignedTo/read,Built-in
User,microsoft.directory/servicePrincipals/appRoleAssignedTo/update,Built-in
User,microsoft.directory/servicePrincipals/appRoleAssignments/read,Built-in
User,microsoft.directory/servicePrincipals/audience/update,Built-in
User,microsoft.directory/servicePrincipals/authentication/read,Built-in
User,microsoft.directory/servicePrincipals/authentication/update,Built-in
User,microsoft.directory/servicePrincipals/basic/update,Built-in
User,microsoft.directory/servicePrincipals/createAsOwner,Built-in
User,microsoft.directory/servicePrincipals/credentials/update,Built-in
User,microsoft.directory/servicePrincipals/delete,Built-in
User,microsoft.directory/servicePrincipals/disable,Built-in
User,microsoft.directory/servicePrincipals/enable,Built-in
User,microsoft.directory/servicePrincipals/getPasswordSingleSignOnCredentials,Built-in
User,microsoft.directory/servicePrincipals/managePasswordSingleSignOnCredentials,Built-in
User,microsoft.directory/servicePrincipals/memberOf/read,Built-in
User,microsoft.directory/servicePrincipals/notes/update,Built-in
User,microsoft.directory/servicePrincipals/oAuth2PermissionGrants/read,Built-in
User,microsoft.directory/servicePrincipals/ownedObjects/read,Built-in
User,microsoft.directory/servicePrincipals/owners/read,Built-in
User,microsoft.directory/servicePrincipals/owners/update,Built-in
User,microsoft.directory/servicePrincipals/permissions/update,Built-in
User,microsoft.directory/servicePrincipals/policies/read,Built-in
User,microsoft.directory/servicePrincipals/policies/update,Built-in
User,microsoft.directory/servicePrincipals/standard/read,Built-in
User,microsoft.directory/servicePrincipals/tag/update,Built-in
User,microsoft.directory/signInReports/allProperties/read,Built-in
User,microsoft.directory/subscribedSkus/standard/read,Built-in
User,microsoft.directory/tenantManagement/tenants/create,Built-in
User,microsoft.directory/userInfos/address/read,Built-in
User,microsoft.directory/userInfos/email/read,Built-in
User,microsoft.directory/userInfos/openId/read,Built-in
User,microsoft.directory/userInfos/phone/read,Built-in
User,microsoft.directory/userInfos/profile/read,Built-in
User,microsoft.directory/users/activateServicePlan,Built-in
User,microsoft.directory/users/appRoleAssignments/read,Built-in
User,microsoft.directory/users/authenticationMethods/basic/update,Built-in
User,microsoft.directory/users/authenticationMethods/create,Built-in
