RoleDisplayName,Permission,RoleType
Global Administrator,microsoft.directory/users/convertExternalToInternalMemberUser,Built-in
Global Administrator,microsoft.directory/verifiableCredentials/configuration/allProperties/read,Built-in
Global Administrator,microsoft.directory/verifiableCredentials/configuration/allProperties/update,Built-in
Global Administrator,microsoft.directory/verifiableCredentials/configuration/contracts/allProperties/read,Built-in
Global Administrator,microsoft.directory/verifiableCredentials/configuration/contracts/allProperties/update,Built-in
Global Administrator,microsoft.directory/verifiableCredentials/configuration/contracts/cards/allProperties/read,Built-in
Global Administrator,microsoft.directory/verifiableCredentials/configuration/contracts/cards/revoke,Built-in
Global Administrator,microsoft.directory/verifiableCredentials/configuration/contracts/create,Built-in
Global Administrator,microsoft.directory/verifiableCredentials/configuration/create,Built-in
Global Administrator,microsoft.directory/verifiableCredentials/configuration/delete,Built-in
Global Administrator,microsoft.dynamics365/allEntities/allTasks,Built-in
Global Administrator,microsoft.edge/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.flow/allEntities/allTasks,Built-in
Global Administrator,microsoft.graph.dataConnect/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.hardware.support/shippingAddress/allProperties/allTasks,Built-in
Global Administrator,microsoft.hardware.support/shippingStatus/allProperties/read,Built-in
Global Administrator,microsoft.hardware.support/warrantyClaims/allProperties/allTasks,Built-in
Global Administrator,microsoft.healthPlatform/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.insights/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.intune/allEntities/allTasks,Built-in
Global Administrator,microsoft.microsoft365.organizationalData/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.networkAccess/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.networkAccess/trafficLogs/standard/read,Built-in
Global Administrator,microsoft.office365.complianceManager/allEntities/allTasks,Built-in
Global Administrator,microsoft.office365.copilot/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.office365.desktopAnalytics/allEntities/allTasks,Built-in
Global Administrator,microsoft.office365.exchange/allEntities/basic/allTasks,Built-in
Global Administrator,microsoft.office365.fileStorageContainers/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.office365.knowledge/contentUnderstanding/allProperties/allTasks,Built-in
Global Administrator,microsoft.office365.knowledge/contentUnderstanding/analytics/allProperties/read,Built-in
Global Administrator,microsoft.office365.knowledge/knowledgeNetwork/allProperties/allTasks,Built-in
Global Administrator,microsoft.office365.knowledge/knowledgeNetwork/topicVisibility/allProperties/allTasks,Built-in
Global Administrator,microsoft.office365.knowledge/learningSources/allProperties/allTasks,Built-in
Global Administrator,microsoft.office365.lockbox/allEntities/allTasks,Built-in
Global Administrator,microsoft.office365.messageCenter/messages/read,Built-in
Global Administrator,microsoft.office365.messageCenter/securityMessages/read,Built-in
Global Administrator,microsoft.office365.migrations/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.office365.network/performance/allProperties/read,Built-in
Global Administrator,microsoft.office365.organizationalMessages/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.office365.protectionCenter/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.office365.search/content/manage,Built-in
Global Administrator,microsoft.office365.securityComplianceCenter/allEntities/allTasks,Built-in
Global Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Global Administrator,microsoft.office365.sharePoint/allEntities/allTasks,Built-in
Global Administrator,microsoft.office365.sharePointAdvancedManagement/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.office365.skypeForBusiness/allEntities/allTasks,Built-in
Global Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Global Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
Global Administrator,microsoft.office365.userCommunication/allEntities/allTasks,Built-in
Global Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Global Administrator,microsoft.office365.yammer/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.people/users/photo/read,Built-in
Global Administrator,microsoft.people/users/photo/update,Built-in
Global Administrator,microsoft.peopleAdmin/organization/allProperties/read,Built-in
Global Administrator,microsoft.peopleAdmin/organization/allProperties/update,Built-in
Global Administrator,microsoft.permissionsManagement/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.powerApps.powerBI/allEntities/allTasks,Built-in
Global Administrator,microsoft.powerApps/allEntities/allTasks,Built-in
Global Administrator,microsoft.teams/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.virtualVisits/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.viva.glint/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.viva.goals/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.viva.pulse/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.windows.defenderAdvancedThreatProtection/allEntities/allTasks,Built-in
Global Administrator,microsoft.windows.updatesDeployments/allEntities/allProperties/allTasks,Built-in
Global Reader,microsoft.agentRegistry/allEntities/allProperties/read,Built-in
Global Reader,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Global Reader,microsoft.backup/allEntities/allProperties/read,Built-in
Global Reader,microsoft.cloudPC/allEntities/allProperties/read,Built-in
Global Reader,microsoft.commerce.billing/allEntities/allProperties/read,Built-in
Global Reader,microsoft.commerce.billing/purchases/standard/read,Built-in
Global Reader,microsoft.directory/accessReviews/allProperties/read,Built-in
Global Reader,microsoft.directory/accessReviews/definitions/allProperties/read,Built-in
Global Reader,microsoft.directory/adminConsentRequestPolicy/allProperties/read,Built-in
Global Reader,microsoft.directory/administrativeUnits/allProperties/read,Built-in
Global Reader,microsoft.directory/appConsent/appConsentRequests/allProperties/read,Built-in
Global Reader,microsoft.directory/applications/allProperties/read,Built-in
Global Reader,microsoft.directory/applications/synchronization/standard/read,Built-in
Global Reader,microsoft.directory/auditLogs/allProperties/read,Built-in
Global Reader,microsoft.directory/authorizationPolicy/standard/read,Built-in
Global Reader,microsoft.directory/bitlockerKeys/key/read,Built-in
Global Reader,microsoft.directory/bulkJobs/standard/read,Built-in
Global Reader,microsoft.directory/cloudAppSecurity/allProperties/read,Built-in
Global Reader,microsoft.directory/conditionalAccessPolicies/allProperties/read,Built-in
Global Reader,microsoft.directory/connectorGroups/allProperties/read,Built-in
Global Reader,microsoft.directory/connectors/allProperties/read,Built-in
Global Reader,microsoft.directory/contacts/allProperties/read,Built-in
Global Reader,microsoft.directory/crossTenantAccessPolicy/default/standard/read,Built-in
Global Reader,microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/standard/read,Built-in
Global Reader,microsoft.directory/crossTenantAccessPolicy/partners/standard/read,Built-in
Global Reader,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationIdentitySynchronization/standard/read,Built-in
Global Reader,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationPartnerConfiguration/standard/read,Built-in
Global Reader,microsoft.directory/crossTenantAccessPolicy/standard/read,Built-in
Global Reader,microsoft.directory/customAuthenticationExtensions/allProperties/read,Built-in
Global Reader,microsoft.directory/deviceLocalCredentials/standard/read,Built-in
Global Reader,microsoft.directory/deviceManagementPolicies/standard/read,Built-in
Global Reader,microsoft.directory/deviceRegistrationPolicy/standard/read,Built-in
Global Reader,microsoft.directory/devices/allProperties/read,Built-in
Global Reader,microsoft.directory/directoryRoles/allProperties/read,Built-in
Global Reader,microsoft.directory/directoryRoleTemplates/allProperties/read,Built-in
Global Reader,microsoft.directory/domains/allProperties/read,Built-in
Global Reader,microsoft.directory/domains/federationConfiguration/standard/read,Built-in
Global Reader,microsoft.directory/entitlementManagement/allProperties/read,Built-in
Global Reader,microsoft.directory/externalUserProfiles/standard/read,Built-in
Global Reader,microsoft.directory/groups/allProperties/read,Built-in
Global Reader,microsoft.directory/groupSettings/allProperties/read,Built-in
Global Reader,microsoft.directory/groupSettingTemplates/allProperties/read,Built-in
Global Reader,microsoft.directory/identityProtection/allProperties/read,Built-in
Global Reader,microsoft.directory/lifecycleWorkflows/workflows/allProperties/read,Built-in
Global Reader,microsoft.directory/loginOrganizationBranding/allProperties/read,Built-in
Global Reader,microsoft.directory/multiTenantOrganization/joinRequest/standard/read,Built-in
Global Reader,microsoft.directory/multiTenantOrganization/standard/read,Built-in
Global Reader,microsoft.directory/multiTenantOrganization/tenants/organizationDetails/read,Built-in
Global Reader,microsoft.directory/multiTenantOrganization/tenants/standard/read,Built-in
Global Reader,microsoft.directory/namedLocations/standard/read,Built-in
Global Reader,microsoft.directory/oAuth2PermissionGrants/allProperties/read,Built-in
Global Reader,microsoft.directory/onPremisesSynchronization/standard/read,Built-in
Global Reader,microsoft.directory/organization/allProperties/read,Built-in
Global Reader,microsoft.directory/pendingExternalUserProfiles/standard/read,Built-in
Global Reader,microsoft.directory/permissionGrantPolicies/standard/read,Built-in
Global Reader,microsoft.directory/policies/allProperties/read,Built-in
Global Reader,microsoft.directory/privilegedIdentityManagement/allProperties/read,Built-in
Global Reader,microsoft.directory/provisioningLogs/allProperties/read,Built-in
Global Reader,microsoft.directory/roleAssignments/allProperties/read,Built-in
Global Reader,microsoft.directory/roleDefinitions/allProperties/read,Built-in
Global Reader,microsoft.directory/scopedRoleMemberships/allProperties/read,Built-in
Global Reader,microsoft.directory/serviceAction/getAvailableExtentionProperties,Built-in
Global Reader,microsoft.directory/servicePrincipalCreationPolicies/standard/read,Built-in
Global Reader,microsoft.directory/servicePrincipals/allProperties/read,Built-in
Global Reader,microsoft.directory/servicePrincipals/synchronization/standard/read,Built-in
Global Reader,microsoft.directory/signInReports/allProperties/read,Built-in
Global Reader,microsoft.directory/subscribedSkus/allProperties/read,Built-in
Global Reader,microsoft.directory/users/allProperties/read,Built-in
Global Reader,microsoft.directory/users/authenticationMethods/standard/restrictedRead,Built-in
Global Reader,microsoft.directory/verifiableCredentials/configuration/allProperties/read,Built-in
Global Reader,microsoft.directory/verifiableCredentials/configuration/contracts/allProperties/read,Built-in
Global Reader,microsoft.directory/verifiableCredentials/configuration/contracts/cards/allProperties/read,Built-in
Global Reader,microsoft.edge/allEntities/allProperties/read,Built-in
Global Reader,microsoft.graph.dataConnect/allEntities/allProperties/read,Built-in
Global Reader,microsoft.hardware.support/shippingAddress/allProperties/read,Built-in
Global Reader,microsoft.hardware.support/shippingStatus/allProperties/read,Built-in
Global Reader,microsoft.hardware.support/warrantyClaims/allProperties/read,Built-in
Global Reader,microsoft.healthPlatform/allEntities/allProperties/read,Built-in
Global Reader,microsoft.insights/allEntities/allProperties/read,Built-in
Global Reader,microsoft.microsoft365.organizationalData/allEntities/allProperties/read,Built-in
Global Reader,microsoft.networkAccess/allEntities/allProperties/read,Built-in
Global Reader,microsoft.office365.copilot/allEntities/allProperties/read,Built-in
Global Reader,microsoft.office365.fileStorageContainers/allEntities/allProperties/read,Built-in
Global Reader,microsoft.office365.messageCenter/messages/read,Built-in
Global Reader,microsoft.office365.messageCenter/securityMessages/read,Built-in
Global Reader,microsoft.office365.network/performance/allProperties/read,Built-in
Global Reader,microsoft.office365.organizationalMessages/allEntities/allProperties/read,Built-in
Global Reader,microsoft.office365.protectionCenter/allEntities/allProperties/read,Built-in
Global Reader,microsoft.office365.securityComplianceCenter/allEntities/read,Built-in
Global Reader,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Global Reader,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
Global Reader,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Global Reader,microsoft.office365.yammer/allEntities/allProperties/read,Built-in
Global Reader,microsoft.permissionsManagement/allEntities/allProperties/read,Built-in
Global Reader,microsoft.teams/allEntities/allProperties/read,Built-in
Global Reader,microsoft.virtualVisits/allEntities/allProperties/read,Built-in
Global Reader,microsoft.viva.glint/allEntities/allProperties/read,Built-in
Global Reader,microsoft.viva.goals/allEntities/allProperties/read,Built-in
Global Reader,microsoft.viva.pulse/allEntities/allProperties/read,Built-in
Global Reader,microsoft.windows.updatesDeployments/allEntities/allProperties/read,Built-in
Global Secure Access Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Global Secure Access Administrator,microsoft.directory/applicationPolicies/standard/read,Built-in
Global Secure Access Administrator,microsoft.directory/applications/applicationProxy/read,Built-in
Global Secure Access Administrator,microsoft.directory/applications/owners/read,Built-in
Global Secure Access Administrator,microsoft.directory/applications/policies/read,Built-in
Global Secure Access Administrator,microsoft.directory/applications/standard/read,Built-in
Global Secure Access Administrator,microsoft.directory/auditLogs/allProperties/read,Built-in
Global Secure Access Administrator,microsoft.directory/conditionalAccessPolicies/standard/read,Built-in
Global Secure Access Administrator,microsoft.directory/connectorGroups/allProperties/read,Built-in
Global Secure Access Administrator,microsoft.directory/connectors/allProperties/read,Built-in
Global Secure Access Administrator,microsoft.directory/crossTenantAccessPolicy/default/standard/read,Built-in
Global Secure Access Administrator,microsoft.directory/crossTenantAccessPolicy/partners/standard/read,Built-in
Global Secure Access Administrator,microsoft.directory/crossTenantAccessPolicy/standard/read,Built-in
Global Secure Access Administrator,microsoft.directory/namedLocations/standard/read,Built-in
Global Secure Access Administrator,microsoft.directory/signInReports/allProperties/read,Built-in
Global Secure Access Administrator,microsoft.networkAccess/allEntities/allProperties/allTasks,Built-in
Global Secure Access Administrator,microsoft.office365.messageCenter/messages/read,Built-in
Global Secure Access Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Global Secure Access Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Global Secure Access Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Global Secure Access Log Reader,microsoft.networkAccess/trafficLogs/standard/read,Built-in
Groups Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Groups Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Groups Administrator,microsoft.directory/bulkJobs.groups/basic/update,Built-in
Groups Administrator,microsoft.directory/bulkJobs.groups/create,Built-in
Groups Administrator,microsoft.directory/bulkJobs.groups/standard/read,Built-in
Groups Administrator,microsoft.directory/deletedItems.groups/delete,Built-in
Groups Administrator,microsoft.directory/deletedItems.groups/restore,Built-in
Groups Administrator,microsoft.directory/groups/assignedLabels/update,Built-in
Groups Administrator,microsoft.directory/groups/assignLicense,Built-in
Groups Administrator,microsoft.directory/groups/basic/update,Built-in
Groups Administrator,microsoft.directory/groups/classification/update,Built-in
Groups Administrator,microsoft.directory/groups/create,Built-in
Groups Administrator,microsoft.directory/groups/delete,Built-in
Groups Administrator,microsoft.directory/groups/dynamicMembershipRule/update,Built-in
Groups Administrator,microsoft.directory/groups/groupType/update,Built-in
Groups Administrator,microsoft.directory/groups/hiddenMembers/read,Built-in
Groups Administrator,microsoft.directory/groups/members/update,Built-in
Groups Administrator,microsoft.directory/groups/onPremWriteBack/update,Built-in
Groups Administrator,microsoft.directory/groups/owners/update,Built-in
Groups Administrator,microsoft.directory/groups/reprocessLicenseAssignment,Built-in
Groups Administrator,microsoft.directory/groups/restore,Built-in
Groups Administrator,microsoft.directory/groups/settings/update,Built-in
Groups Administrator,microsoft.directory/groups/visibility/update,Built-in
Groups Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Groups Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Groups Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Guest Inviter,microsoft.directory/users/appRoleAssignments/read,Built-in
Guest Inviter,microsoft.directory/users/deviceForResourceAccount/read,Built-in
Guest Inviter,microsoft.directory/users/directReports/read,Built-in
Guest Inviter,microsoft.directory/users/invitedBy/read,Built-in
Guest Inviter,microsoft.directory/users/inviteGuest,Built-in
Guest Inviter,microsoft.directory/users/licenseDetails/read,Built-in
Guest Inviter,microsoft.directory/users/manager/read,Built-in
Guest Inviter,microsoft.directory/users/memberOf/read,Built-in
Guest Inviter,microsoft.directory/users/oAuth2PermissionGrants/read,Built-in
Guest Inviter,microsoft.directory/users/ownedDevices/read,Built-in
Guest Inviter,microsoft.directory/users/ownedObjects/read,Built-in
Guest Inviter,microsoft.directory/users/photo/read,Built-in
Guest Inviter,microsoft.directory/users/registeredDevices/read,Built-in
Guest Inviter,microsoft.directory/users/scopedRoleMemberOf/read,Built-in
Guest Inviter,microsoft.directory/users/sponsorOf/read,Built-in
Guest Inviter,microsoft.directory/users/sponsors/read,Built-in
Guest Inviter,microsoft.directory/users/standard/read,Built-in
Guest User,microsoft.directory/applications/owners/limitedRead,Built-in
Guest User,microsoft.directory/applications/policies/limitedRead,Built-in
Guest User,microsoft.directory/applications/standard/limitedRead,Built-in
Guest User,microsoft.directory/directoryRoleTemplates/allProperties/read,Built-in
Guest User,microsoft.directory/domains/standard/read,Built-in
Guest User,microsoft.directory/groups/appRoleAssignments/limitedRead,Built-in
Guest User,microsoft.directory/groups/memberOf/limitedRead,Built-in
Guest User,microsoft.directory/groups/members/limitedRead,Built-in
Guest User,microsoft.directory/groups/owners/limitedRead,Built-in
Guest User,microsoft.directory/groups/settings/limitedRead,Built-in
Guest User,microsoft.directory/groups/standard/limitedRead,Built-in
Guest User,microsoft.directory/multiTenantOrganization/standard/read,Built-in
Guest User,microsoft.directory/multiTenantOrganization/tenants/standard/read,Built-in
Guest User,microsoft.directory/organization/basicProfile/read,Built-in
Guest User,microsoft.directory/servicePrincipals/appRoleAssignedTo/limitedRead,Built-in
Guest User,microsoft.directory/servicePrincipals/appRoleAssignments/limitedRead,Built-in
Guest User,microsoft.directory/servicePrincipals/memberOf/limitedRead,Built-in
Guest User,microsoft.directory/servicePrincipals/oAuth2PermissionGrants/limitedRead,Built-in
Guest User,microsoft.directory/servicePrincipals/ownedObjects/limitedRead,Built-in
Guest User,microsoft.directory/servicePrincipals/owners/limitedRead,Built-in
Guest User,microsoft.directory/servicePrincipals/policies/limitedRead,Built-in
Guest User,microsoft.directory/servicePrincipals/standard/limitedRead,Built-in
Guest User,microsoft.directory/users/appRoleAssignments/read,Built-in
Guest User,microsoft.directory/users/authenticationMethods/basic/update,Built-in
Guest User,microsoft.directory/users/authenticationMethods/create,Built-in
Guest User,microsoft.directory/users/authenticationMethods/delete,Built-in
Guest User,microsoft.directory/users/authenticationMethods/standard/read,Built-in
Guest User,microsoft.directory/users/authenticationMethods/standard/restrictedRead,Built-in
Guest User,microsoft.directory/users/deviceForResourceAccount/read,Built-in
Guest User,microsoft.directory/users/directReports/read,Built-in
Guest User,microsoft.directory/users/eligibleMemberOf/read,Built-in
Guest User,microsoft.directory/users/guestBasicProfile/limitedRead,Built-in
Guest User,microsoft.directory/users/invitedBy/read,Built-in
Guest User,microsoft.directory/users/inviteGuest,Built-in
Guest User,microsoft.directory/users/licenseDetails/read,Built-in
Guest User,microsoft.directory/users/manager/read,Built-in
Guest User,microsoft.directory/users/memberOf/read,Built-in
Guest User,microsoft.directory/users/oAuth2PermissionGrants/read,Built-in
Guest User,microsoft.directory/users/ownedDevices/read,Built-in
Guest User,microsoft.directory/users/ownedObjects/read,Built-in
Guest User,microsoft.directory/users/password/update,Built-in
Guest User,microsoft.directory/users/pendingMemberOf/read,Built-in
Guest User,microsoft.directory/users/photo/read,Built-in
Guest User,microsoft.directory/users/registeredDevices/read,Built-in
Guest User,microsoft.directory/users/scopedRoleMemberOf/read,Built-in
Guest User,microsoft.directory/users/sponsorOf/read,Built-in
Guest User,microsoft.directory/users/sponsors/read,Built-in
Guest User,microsoft.directory/users/standard/read,Built-in
Helpdesk Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Helpdesk Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Helpdesk Administrator,microsoft.directory/bitlockerKeys/key/read,Built-in
Helpdesk Administrator,microsoft.directory/deviceLocalCredentials/standard/read,Built-in
Helpdesk Administrator,microsoft.directory/users/invalidateAllRefreshTokens,Built-in
Helpdesk Administrator,microsoft.directory/users/password/update,Built-in
Helpdesk Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Helpdesk Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Helpdesk Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Hybrid Identity Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Hybrid Identity Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/appRoles/update,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/audience/update,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/authentication/update,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/basic/update,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/create,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/delete,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/disablement/update,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/notes/update,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/owners/update,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/permissions/update,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/policies/update,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/synchronization/standard/read,Built-in
Hybrid Identity Administrator,microsoft.directory/applications/tag/update,Built-in
Hybrid Identity Administrator,microsoft.directory/applicationTemplates/instantiate,Built-in
Hybrid Identity Administrator,microsoft.directory/auditLogs/allProperties/read,Built-in
Hybrid Identity Administrator,microsoft.directory/cloudProvisioning/allProperties/allTasks,Built-in
Hybrid Identity Administrator,microsoft.directory/deletedItems.applications/delete,Built-in
Hybrid Identity Administrator,microsoft.directory/deletedItems.applications/restore,Built-in
Hybrid Identity Administrator,microsoft.directory/domains/allProperties/read,Built-in
Hybrid Identity Administrator,microsoft.directory/domains/federation/update,Built-in
Hybrid Identity Administrator,microsoft.directory/domains/federationConfiguration/basic/update,Built-in
Hybrid Identity Administrator,microsoft.directory/domains/federationConfiguration/create,Built-in
Hybrid Identity Administrator,microsoft.directory/domains/federationConfiguration/delete,Built-in
Hybrid Identity Administrator,microsoft.directory/domains/federationConfiguration/standard/read,Built-in
Hybrid Identity Administrator,microsoft.directory/hybridAuthenticationPolicy/allProperties/allTasks,Built-in
Hybrid Identity Administrator,microsoft.directory/onPremisesSynchronization/basic/update,Built-in
Hybrid Identity Administrator,microsoft.directory/onPremisesSynchronization/standard/read,Built-in
Hybrid Identity Administrator,microsoft.directory/organization/dirSync/update,Built-in
Hybrid Identity Administrator,microsoft.directory/passwordHashSync/allProperties/allTasks,Built-in
Hybrid Identity Administrator,microsoft.directory/provisioningLogs/allProperties/read,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/appRoleAssignedTo/update,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/audience/update,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/authentication/update,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/basic/update,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/create,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/delete,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/disable,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/enable,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/notes/update,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/owners/update,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/permissions/update,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/policies/update,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/synchronization.cloudTenantToCloudTenant/credentials/manage,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/synchronization.cloudTenantToCloudTenant/jobs/manage,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/synchronization.cloudTenantToCloudTenant/schema/manage,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/credentials/manage,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/jobs/manage,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/schema/manage,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/synchronization/standard/read,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/synchronizationCredentials/manage,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/synchronizationJobs/manage,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/synchronizationSchema/manage,Built-in
Hybrid Identity Administrator,microsoft.directory/servicePrincipals/tag/update,Built-in
Hybrid Identity Administrator,microsoft.directory/signInReports/allProperties/read,Built-in
Hybrid Identity Administrator,microsoft.directory/users/authorizationInfo/update,Built-in
Hybrid Identity Administrator,microsoft.office365.messageCenter/messages/read,Built-in
Hybrid Identity Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Hybrid Identity Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Hybrid Identity Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Identity Governance Administrator,microsoft.directory/accessReviews/allProperties/allTasks,Built-in
Identity Governance Administrator,microsoft.directory/accessReviews/definitions.applications/allProperties/allTasks,Built-in
Identity Governance Administrator,microsoft.directory/accessReviews/definitions.entitlementManagement/allProperties/allTasks,Built-in
Identity Governance Administrator,microsoft.directory/accessReviews/definitions.groups/allProperties/read,Built-in
Identity Governance Administrator,microsoft.directory/accessReviews/definitions.groups/allProperties/update,Built-in
Identity Governance Administrator,microsoft.directory/accessReviews/definitions.groups/create,Built-in
Identity Governance Administrator,microsoft.directory/accessReviews/definitions.groups/delete,Built-in
Identity Governance Administrator,microsoft.directory/entitlementManagement/allProperties/allTasks,Built-in
Identity Governance Administrator,microsoft.directory/groups/members/update,Built-in
Identity Governance Administrator,microsoft.directory/servicePrincipals/appRoleAssignedTo/update,Built-in
Insights Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Insights Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Insights Administrator,microsoft.insights/allEntities/allProperties/allTasks,Built-in
Insights Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Insights Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Insights Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Insights Analyst,microsoft.insights/queries/allProperties/allTasks,Built-in
Insights Analyst,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Insights Analyst,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Insights Business Leader,microsoft.insights/programs/allProperties/update,Built-in
Insights Business Leader,microsoft.insights/reports/allProperties/read,Built-in
Intune Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Intune Administrator,microsoft.cloudPC/allEntities/allProperties/allTasks,Built-in
Intune Administrator,microsoft.directory/bitlockerKeys/key/read,Built-in
Intune Administrator,microsoft.directory/contacts/basic/update,Built-in
Intune Administrator,microsoft.directory/contacts/create,Built-in
Intune Administrator,microsoft.directory/contacts/delete,Built-in
Intune Administrator,microsoft.directory/deletedItems.devices/delete,Built-in
Intune Administrator,microsoft.directory/deletedItems.devices/restore,Built-in
Intune Administrator,microsoft.directory/deviceLocalCredentials/password/read,Built-in
Intune Administrator,microsoft.directory/deviceManagementPolicies/standard/read,Built-in
Intune Administrator,microsoft.directory/deviceRegistrationPolicy/standard/read,Built-in
Intune Administrator,microsoft.directory/devices/basic/update,Built-in
Intune Administrator,microsoft.directory/devices/create,Built-in
Intune Administrator,microsoft.directory/devices/delete,Built-in
Intune Administrator,microsoft.directory/devices/disable,Built-in
Intune Administrator,microsoft.directory/devices/enable,Built-in
